sentence,review_title,Sentiment_Type
ambience hotel good good service hotel staff ver helpful definitely come back family stay hotel food great thank mr anupam organising stay,Sofitel team tick all the boxes,1
husband went sofitel bkc second wedding anniversary 27th april 2016 must reached around 830pm heard amritsari food festival one restaurants decided check anniversary dinner despite waiting time staff took good care us even arranged surprise pastry us occasion really touched love go back,Dinner at Sofitel,1
one finest hotels stayed ingood rooms great servicefront office team always helpfulbreakfast options elaborated wide spread wanna thank everyone make stay memorable,Splendid Hotel,1
warmly recommend sofitel thanks excellent hospitality management worth staying great experience ask try experience experience will remember long time services genuinely highest quality cheers,Fantastic Stay 5 Star services,1
rooms nice spacious comfortable restaurant lot variety good food one best hotel right check room service housekeeping everything perfect staff courteous make u feel special thanks management taking good care us regards,Sofitel Mumbai BKC,1
recently celebrated birthday husband surprised treating luxurious lunch sofitel day dining cafe staff getting know function celebrated decorated table pretty flowers buffet came back table pleasant surprise us truly heartwarming feel gave us small cake cut sang want feel luxuriously special big days highly recommend place staff outstanding recall names big pat back entire team location fantastic cant wait try outlets,Mr Chandrashekar Madiwalar,1
excellent hotel easily accessible airport staff example warm hospitality good leaders leading team rooms good well maintained breakfast lavish wide varity options,"Beautiful decor,  lovely staff,  yummy food",1
property beautiful amazing hospitality offer staff even outstandingi convey special thanks sushma recognising time extending assistance smile entire stayalso recommend taste wide range varieties buffetits worth,Great hospitality,1
beautiful business hotel nice pleasant experience love visit entire family well mranupam godara team helpful approachable highly recommend hotel colleagues,Excellent hospitality,1
really liked hotelthe staffs friendly well managed want come back location great everything well connected good experience overall,Excellent hotel & staff,1
visiting hotel past 3 years cullege always stayed club floor best part enjoy services club lounge staff amazing people u dont wanna miss fabulous work merwyn rahul mayur recommend lounge frequent traveller thankyou,Bday Lunch at Sofitel,1
organization organised meet thereexecutives staff supportive tireless special thanx sushma roy really troubleshooter gud show guys keep see u sooncoming,,1
went visit uncle aunty staying sofitel mumbai office work hotel well constructed glass facades coffee sandwiches coffee shop good experience magnificent hotel,Luxuriously comfortable ,1
excellent rooms toiletries upholstery absolutely clean neat convenient location food especially bar jazz awesome found fitting budget best point ac works many five star hotels doesnt,Business stay,1
stayed 2nights d stay amazing staff superb made stay comfortable specially housekeeping team preference taken care well jus dint feel home away home,Comfortable stay,1
live mumbai decent hotel properties town french influence food die hotel town great authentic german sausages rare privilege bombay service sufficiently attentive make sure feel looked overbearing often case india smokers enjoy cigar rare facility cigar lounge attached garden smoke inside air conditioned cigar lounge beautiful chesterfield furniture go outside smoke garden even keep bottle single malt staying bit enjoy cigar favourite place go meetings bkc,CLUB MILLESIME,1
